longitude [°],latitude [°]
12.702633,61.637306
12.702601,61.637294
12.702563,61.637288
12.702522,61.637273
12.702492,61.637262
12.702453,61.637247
12.702416,61.637235
12.702381,61.637222
12.702332,61.637205
12.702300,61.637193
12.702262,61.637183
12.702210,61.637167
12.702175,61.637155
12.702140,61.637143
12.702105,61.637134
12.702070,61.637124
12.702035,61.637114
12.701998,61.637108
12.702000,61.637089
12.702019,61.637062
12.702020,61.637032
12.702016,61.637007
12.702003,61.636989
12.701990,61.636969
12.701973,61.636951
12.701943,61.636927
12.701924,61.636912
12.701885,61.636891
12.701859,61.636876
12.701817,61.636861
12.701811,61.636839
12.701771,61.636831
12.701729,61.636818
12.701697,61.636806
12.701656,61.636795
12.701622,61.636778
12.701579,61.636772
12.701529,61.636771
12.701485,61.636776
12.701437,61.636780
12.701385,61.636776
12.701355,61.636762
12.701329,61.636745
12.701301,61.636732
12.701271,61.636717
12.701221,61.636714
12.701184,61.636718
12.701137,61.636709
12.701100,61.636697
12.701068,61.636680
12.701032,61.636671
12.700993,61.636664
12.700952,61.636652
12.700915,61.636641
12.700877,61.636636
12.700839,61.636627
12.700805,61.636619
12.700767,61.636607
12.700740,61.636593
12.700716,61.636577
12.700693,61.636554
12.700674,61.636536
12.700645,61.636516
12.700623,61.636499
12.700597,61.636483
12.700578,61.636463
12.700556,61.636442
12.700540,61.636422
12.700528,61.636396
12.700507,61.636379
12.700473,61.636370
12.700439,61.636352
12.700410,61.636341
12.700368,61.636323
12.700338,61.636310
12.700303,61.636295
12.700265,61.636285
12.700236,61.636267
12.700215,61.636251
12.700195,61.636235
12.700174,61.636220
12.700158,61.636199
12.700131,61.636181
12.700103,61.636166
12.700065,61.636154
12.700039,61.636138
12.700004,61.636122
12.699969,61.636106
12.699941,61.636090
12.699915,61.636075
12.699886,61.636059
12.699854,61.636042
12.699833,61.636026
12.699843,61.636001
12.699813,61.635984
12.699777,61.635969
12.699752,61.635952
12.699726,61.635939
12.699709,61.635921
12.699679,61.635897
12.699658,61.635879
12.699636,61.635863
12.699624,61.635845
12.699609,61.635828
12.699594,61.635811
12.699561,61.635794
12.699536,61.635777
12.699510,61.635759
12.699494,61.635742
12.699469,61.635728
12.699443,61.635715
12.699417,61.635698
12.699408,61.635679
12.699370,61.635679
12.699333,61.635670
12.699288,61.635663
12.699250,61.635654
12.699227,61.635639
12.699232,61.635620
12.699204,61.635601
12.699166,61.635593
12.699116,61.635587
12.699077,61.635584
12.699040,61.635580
12.698995,61.635578
12.698958,61.635572
12.698921,61.635558
12.698901,61.635540
12.698897,61.635520
12.698896,61.635498
12.698863,61.635488
12.698837,61.635502
12.698801,61.635509
12.698762,61.635500
12.698758,61.635478
12.698785,61.635463
12.698734,61.635459
12.698756,61.635442
12.698732,61.635425
12.698711,61.635405
12.698678,61.635391
12.698659,61.635373
12.698615,61.635365
12.698616,61.635346
12.698638,61.635329
12.698640,61.635308
