longitude [°],latitude [°]
12.687318,61.636481
12.687349,61.636496
12.687376,61.636514
12.687407,61.636527
12.687440,61.636540
12.687467,61.636527
12.687493,61.636544
12.687519,61.636565
12.687535,61.636582
12.687552,61.636604
12.687537,61.636621
12.687531,61.636646
12.687521,61.636668
12.687512,61.636692
12.687506,61.636712
12.687501,61.636739
12.687501,61.636767
12.687505,61.636787
12.687519,61.636807
12.687545,61.636827
12.687569,61.636841
12.687604,61.636862
12.687637,61.636875
12.687694,61.636896
12.687733,61.636895
12.687758,61.636913
12.687810,61.636915
12.687854,61.636928
12.687885,61.636948
12.687921,61.636964
12.687964,61.636977
12.688010,61.636985
12.688058,61.636996
12.688104,61.636998
12.688148,61.636994
12.688195,61.636990
12.688246,61.636994
12.688295,61.636994
12.688359,61.636991
12.688405,61.636996
12.688458,61.637007
12.688496,61.637017
12.688551,61.637024
12.688604,61.637035
12.688642,61.637046
12.688686,61.637058
12.688722,61.637075
12.688765,61.637092
12.688808,61.637102
12.688850,61.637109
12.688889,61.637112
12.688941,61.637118
12.688977,61.637124
12.689027,61.637129
12.689065,61.637131
12.689108,61.637136
12.689148,61.637154
12.689198,61.637169
12.689240,61.637175
12.689267,61.637187
12.689308,61.637201
12.689346,61.637215
12.689379,61.637228
12.689426,61.637231
12.689470,61.637235
12.689516,61.637242
12.689566,61.637247
12.689610,61.637247
12.689652,61.637241
12.689709,61.637235
12.689758,61.637239
12.689813,61.637247
12.689866,61.637259
12.689900,61.637249
12.689965,61.637245
12.690017,61.637247
12.690063,61.637242
12.690117,61.637253
12.690168,61.637263
12.690228,61.637272
12.690274,61.637282
12.690319,61.637284
12.690369,61.637285
12.690413,61.637286
12.690458,61.637283
12.690514,61.637273
12.690561,61.637284
12.690603,61.637284
12.690651,61.637284
12.690689,61.637286
12.690736,61.637292
12.690781,61.637304
12.690819,61.637324
12.690865,61.637338
12.690913,61.637349
12.690953,61.637355
12.690999,61.637365
12.691054,61.637374
12.691097,61.637381
12.691148,61.637393
12.691185,61.637400
12.691234,61.637402
12.691282,61.637401
12.691332,61.637394
12.691382,61.637389
12.691433,61.637386
12.691483,61.637387
12.691531,61.637386
12.691574,61.637388
12.691632,61.637383
12.691678,61.637384
12.691724,61.637380
12.691783,61.637382
12.691833,61.637382
12.691875,61.637383
12.691928,61.637377
12.691975,61.637375
12.692033,61.637375
12.692085,61.637377
12.692138,61.637372
12.692189,61.637372
12.692243,61.637374
12.692291,61.637370
12.692339,61.637376
12.692394,61.637377
12.692445,61.637381
12.692498,61.637386
12.692548,61.637392
12.692592,61.637398
12.692632,61.637401
12.692690,61.637410
12.692736,61.637414
12.692783,61.637420
12.692835,61.637421
12.692885,61.637419
12.692938,61.637421
12.692995,61.637427
12.693049,61.637432
12.693109,61.637432
12.693158,61.637431
12.693212,61.637430
12.693263,61.637429
12.693311,61.637427
12.693365,61.637421
12.693419,61.637428
12.693469,61.637427
12.693524,61.637427
12.693569,61.637425
12.693611,61.637419
12.693647,61.637409
12.693696,61.637402
12.693735,61.637400
12.693772,61.637405
12.693818,61.637414
12.693863,61.637415
12.693908,61.637424
12.693975,61.637426
12.694023,61.637422
12.694073,61.637427
12.694125,61.637432
12.694170,61.637447
12.694212,61.637451
12.694268,61.637453
12.694313,61.637459
12.694356,61.637472
12.694389,61.637482
12.694434,61.637483
12.694480,61.637486
12.694518,61.637482
12.694576,61.637484
12.694625,61.637480
12.694671,61.637477
12.694727,61.637472
12.694781,61.637468
12.694825,61.637463
12.694882,61.637464
12.694932,61.637469
12.694979,61.637472
12.695022,61.637474
12.695081,61.637473
12.695129,61.637475
12.695172,61.637475
12.695213,61.637476
12.695275,61.637486
12.695317,61.637500
12.695355,61.637511
12.695400,61.637521
12.695450,61.637532
12.695500,61.637538
12.695546,61.637546
12.695600,61.637563
12.695651,61.637575
12.695707,61.637579
12.695756,61.637595
12.695797,61.637611
12.695826,61.637622
12.695872,61.637639
12.695909,61.637656
12.695947,61.637669
12.695995,61.637676
12.696057,61.637679
12.696098,61.637680
12.696140,61.637684
12.696183,61.637689
12.696229,61.637696
12.696267,61.637708
12.696305,61.637713
12.696350,61.637716
12.696389,61.637723
12.696428,61.637728
12.696479,61.637740
12.696513,61.637748
12.696542,61.637762
12.696588,61.637776
12.696621,61.637789
12.696657,61.637803
12.696700,61.637821
12.696734,61.637833
12.696780,61.637847
12.696825,61.637862
12.696868,61.637874
12.696897,61.637892
12.696920,61.637910
12.696960,61.637919
12.696997,61.637930
12.697041,61.637938
12.697087,61.637949
12.697142,61.637956
12.697180,61.637965
12.697240,61.637972
12.697288,61.637971
12.697336,61.637977
12.697374,61.637981
12.697422,61.637986
12.697467,61.637986
12.697504,61.637980
12.697551,61.637974
12.697594,61.637971
12.697644,61.637968
12.697687,61.637963
12.697748,61.637958
12.697811,61.637951
12.697854,61.637936
12.697902,61.637922
12.697955,61.637912
12.697991,61.637905
12.698036,61.637898
12.698074,61.637892
12.698128,61.637893
12.698180,61.637892
12.698223,61.637895
12.698270,61.637902
12.698312,61.637916
12.698365,61.637933
12.698406,61.637944
12.698467,61.637954
12.698489,61.637971
12.698536,61.637990
12.698565,61.638004
12.698604,61.638021
12.698648,61.638033
12.698693,61.638048
12.698722,61.638061
12.698769,61.638076
12.698805,61.638089
12.698856,61.638104
12.698898,61.638118
12.698962,61.638124
12.699003,61.638128
12.699047,61.638128
12.699101,61.638131
12.699158,61.638134
12.699190,61.638121
12.699233,61.638115
12.699274,61.638111
12.699316,61.638107
12.699349,61.638117
12.699382,61.638131
12.699432,61.638146
12.699484,61.638143
12.699535,61.638145
12.699573,61.638153
12.699613,61.638161
12.699655,61.638163
12.699682,61.638144
12.699709,61.638127
12.699723,61.638109
12.699768,61.638098
12.699808,61.638090
12.699856,61.638076
12.699916,61.638088
12.699939,61.638073
12.699918,61.638048
12.699908,61.638027
12.699922,61.638007
12.699889,61.637997
12.699865,61.638018
12.699883,61.637997
12.699907,61.637982
12.699895,61.637964
12.699899,61.637941
12.699931,61.637924
12.699969,61.637906
12.700003,61.637895
12.700049,61.637884
12.700129,61.637900
12.700113,61.637879
12.700151,61.637870
12.700209,61.637856
12.700241,61.637843
12.700282,61.637830
12.700321,61.637816
12.700360,61.637800
12.700398,61.637784
12.700439,61.637771
12.700479,61.637758
12.700511,61.637741
12.700550,61.637728
12.700586,61.637713
12.700622,61.637689
12.700663,61.637672
12.700715,61.637652
12.700762,61.637637
12.700817,61.637623
12.700859,61.637611
12.700899,61.637601
12.700939,61.637586
12.700971,61.637571
12.701013,61.637557
12.701049,61.637549
12.701086,61.637537
12.701125,61.637531
12.701163,61.637515
12.701205,61.637501
12.701248,61.637478
12.701275,61.637461
12.701294,61.637443
12.701311,61.637424
12.701341,61.637405
12.701364,61.637388
12.701387,61.637370
12.701413,61.637348
12.701432,61.637332
12.701442,61.637312
12.701489,61.637293
12.701524,61.637278
12.701562,61.637252
12.701591,61.637239
12.701627,61.637220
12.701662,61.637203
12.701689,61.637188
12.701736,61.637170
12.701777,61.637160
12.701816,61.637147
12.701864,61.637137
12.701907,61.637133
12.701960,61.637129
12.702010,61.637128
12.702058,61.637135
12.702101,61.637148
12.702134,61.637161
12.702182,61.637173
12.702216,61.637188
12.702253,61.637196
12.702291,61.637207
12.702332,61.637219
12.702371,61.637230
12.702400,61.637242
12.702435,61.637256
12.702472,61.637269
12.702502,61.637282
12.702537,61.637293
12.702584,61.637303
12.702620,61.637314
12.702657,61.637323
12.702705,61.637340
12.702738,61.637354
12.702772,61.637367
12.702810,61.637379
12.702847,61.637395
12.702884,61.637404
12.702922,61.637416
12.702972,61.637431
12.703005,61.637442
12.703045,61.637455
12.703083,61.637464
12.703130,61.637470
12.703168,61.637483
12.703204,61.637496
12.703244,61.637505
12.703301,61.637504
12.703343,61.637496
12.703382,61.637491
12.703419,61.637497
12.703452,61.637513
12.703483,61.637524
12.703526,61.637528
12.703575,61.637526
12.703622,61.637538
12.703661,61.637536
12.703714,61.637536
12.703766,61.637544
12.703816,61.637547
12.703854,61.637549
12.703908,61.637555
12.703930,61.637570
12.703978,61.637572
12.704018,61.637572
12.704066,61.637574
12.704106,61.637592
12.704156,61.637607
12.704188,61.637626
12.704224,61.637633
12.704262,61.637649
12.704291,61.637670
12.704334,61.637675
12.704387,61.637685
12.704441,61.637689
12.704478,61.637685
12.704522,61.637686
12.704578,61.637686
12.704636,61.637689
12.704675,61.637701
12.704720,61.637706
12.704759,61.637712
12.704813,61.637720
12.704864,61.637728
12.704908,61.637746
12.704935,61.637760
12.704988,61.637767
12.705054,61.637768
12.705099,61.637759
12.705139,61.637748
12.705175,61.637757
12.705211,61.637750
12.705251,61.637739
12.705282,61.637727
12.705314,61.637707
12.705351,61.637700
12.705392,61.637699
12.705434,61.637716
12.705448,61.637738
12.705460,61.637755
12.705498,61.637763
12.705533,61.637776
12.705572,61.637781
12.705608,61.637759
12.705611,61.637733
12.705618,61.637714
12.705626,61.637684
12.705630,61.637660
12.705649,61.637641
12.705664,61.637617
12.705686,61.637597
12.705710,61.637583
12.705735,61.637568
12.705765,61.637553
12.705795,61.637542
12.705828,61.637532
12.705874,61.637525
12.705919,61.637520
12.705959,61.637515
12.705995,61.637510
12.706032,61.637500
12.706074,61.637486
12.706111,61.637469
12.706157,61.637461
12.706204,61.637466
12.706245,61.637468
12.706298,61.637475
12.706338,61.637481
12.706375,61.637490
12.706420,61.637500
12.706467,61.637513
12.706509,61.637529
12.706554,61.637545
12.706595,61.637550
12.706636,61.637555
12.706690,61.637560
12.706728,61.637568
12.706772,61.637576
12.706811,61.637586
12.706842,61.637606
12.706861,61.637625
12.706900,61.637629
12.706953,61.637631
12.707015,61.637628
12.707053,61.637624
12.707090,61.637620
12.707129,61.637615
12.707171,61.637612
12.707221,61.637605
12.707262,61.637601
12.707308,61.637597
12.707359,61.637592
12.707408,61.637587
12.707452,61.637584
12.707503,61.637580
12.707562,61.637579
12.707612,61.637576
12.707667,61.637571
12.707705,61.637570
12.707744,61.637572
12.707786,61.637571
12.707824,61.637571
12.707864,61.637565
12.707906,61.637556
12.707952,61.637549
12.707988,61.637540
12.708035,61.637535
12.708086,61.637524
12.708136,61.637517
12.708180,61.637512
12.708222,61.637504
12.708263,61.637494
12.708303,61.637486
12.708345,61.637480
12.708391,61.637472
12.708446,61.637455
12.708486,61.637447
12.708523,61.637436
12.708562,61.637423
12.708595,61.637411
12.708635,61.637400
12.708672,61.637388
12.708702,61.637376
12.708738,61.637363
12.708770,61.637354
12.708805,61.637341
12.708846,61.637322
12.708892,61.637302
12.708919,61.637288
12.708943,61.637273
12.708973,61.637258
12.709006,61.637245
12.709035,61.637231
12.709065,61.637217
12.709099,61.637203
12.709129,61.637191
12.709159,61.637179
12.709201,61.637166
12.709250,61.637156
12.709293,61.637149
12.709337,61.637137
12.709375,61.637131
12.709414,61.637123
12.709443,61.637109
12.709474,61.637096
12.709505,61.637086
12.709535,61.637071
12.709573,61.637060
12.709616,61.637053
12.709663,61.637050
12.709706,61.637048
12.709741,61.637041
12.709776,61.637031
12.709826,61.637017
12.709858,61.637007
12.709892,61.636996
12.709925,61.636988
12.709972,61.636980
12.710018,61.636979
12.710070,61.636975
12.710107,61.636971
12.710158,61.636970
12.710203,61.636971
12.710241,61.636973
12.710284,61.636976
12.710338,61.636972
12.710385,61.636966
12.710438,61.636962
12.710476,61.636960
12.710514,61.636956
12.710558,61.636949
12.710606,61.636939
12.710655,61.636933
12.710693,61.636931
12.710734,61.636931
12.710782,61.636929
12.710824,61.636924
12.710880,61.636926
12.710926,61.636924
12.710964,61.636917
12.711013,61.636908
12.711066,61.636904
12.711123,61.636900
12.711174,61.636895
12.711213,61.636893
12.711261,61.636889
12.711302,61.636887
12.711351,61.636880
12.711397,61.636871
12.711446,61.636861
12.711469,61.636845
12.711492,61.636829
12.711516,61.636814
12.711544,61.636800
12.711576,61.636780
12.711598,61.636765
12.711625,61.636753
12.711671,61.636739
12.711712,61.636733
12.711751,61.636729
12.711789,61.636724
12.711827,61.636720
12.711880,61.636714
12.711933,61.636711
12.711972,61.636708
12.712023,61.636708
12.712080,61.636706
12.712124,61.636704
12.712179,61.636703
12.712216,61.636698
12.712257,61.636692
12.712314,61.636687
12.712367,61.636680
12.712425,61.636671
12.712473,61.636668
12.712529,61.636662
12.712583,61.636653
12.712637,61.636647
12.712692,61.636643
12.712732,61.636639
12.712788,61.636632
12.712838,61.636626
12.712876,61.636623
12.712930,61.636618
12.712982,61.636613
12.713024,61.636609
12.713078,61.636604
12.713138,61.636599
12.713189,61.636596
12.713246,61.636590
12.713287,61.636586
12.713329,61.636580
12.713366,61.636575
12.713408,61.636570
12.713459,61.636562
12.713510,61.636553
12.713557,61.636541
12.713604,61.636531
12.713651,61.636519
12.713698,61.636505
12.713735,61.636502
12.713782,61.636502
12.713845,61.636502
12.713895,61.636500
12.713935,61.636501
12.713981,61.636502
12.714020,61.636501
12.714069,61.636491
12.714108,61.636478
12.714146,61.636465
12.714187,61.636455
12.714223,61.636448
12.714265,61.636446
12.714303,61.636448
12.714357,61.636449
12.714399,61.636451
12.714446,61.636454
12.714493,61.636454
12.714534,61.636459
12.714576,61.636469
12.714612,61.636478
12.714664,61.636482
12.714699,61.636489
12.714742,61.636494
12.714788,61.636499
12.714827,61.636503
12.714883,61.636510
12.714945,61.636512
12.714981,61.636518
12.715030,61.636525
12.715075,61.636533
12.715117,61.636541
12.715169,61.636543
12.715221,61.636547
12.715264,61.636556
12.715308,61.636567
12.715343,61.636586
12.715384,61.636601
12.715422,61.636598
12.715477,61.636586
12.715518,61.636581
12.715551,61.636572
12.715587,61.636559
12.715630,61.636542
12.715667,61.636530
12.715698,61.636520
12.715730,61.636503
12.715772,61.636482
12.715810,61.636472
12.715840,61.636454
12.715868,61.636439
12.715894,61.636423
12.715925,61.636408
12.715967,61.636390
12.716003,61.636379
12.716041,61.636365
12.716083,61.636365
12.716128,61.636359
12.716167,61.636367
12.716202,61.636374
12.716233,61.636392
12.716276,61.636392
12.716321,61.636397
12.716359,61.636397
12.716416,61.636397
12.716463,61.636394
12.716508,61.636387
12.716555,61.636380
12.716586,61.636369
